id,date,home_team,home_team_score,visit_team,visit_team_score
400278027,2013-12-11,New Orleans Hornets,70,Washington,77
400278038,2013-12-12,Oklahoma City,92,New Orleans Hornets,88
400278051,2013-12-14,New Orleans Hornets,102,Minnesota,113
400278069,2013-12-16,Portland,95,New Orleans Hornets,94
400278107,2013-12-21,San Antonio,99,New Orleans Hornets,94
400278132,2013-12-26,Orlando,94,New Orleans Hornets,97
400278157,2013-12-29,Charlotte,95,New Orleans Hornets,98
400278181,2013-01-01,New Orleans Hornets,86,Atlanta,95
400278227,2013-01-07,New Orleans Hornets,95,San Antonio,88
400278256,2013-01-11,New Orleans Hornets,104,Minnesota,92
400278344,2013-01-23,San Antonio,106,New Orleans Hornets,102
400278400,2013-01-30,Utah,104,New Orleans Hornets,99
400278412,2013-02-01,Denver,113,New Orleans Hornets,98
400278420,2013-02-02,Minnesota,115,New Orleans Hornets,86
400278458,2013-02-08,Atlanta,100,New Orleans Hornets,111
400278503,2013-02-13,New Orleans Hornets,99,Portland,63
400278577,2013-02-27,Oklahoma City,119,New Orleans Hornets,74
400278611,2013-03-04,New Orleans Hornets,102,Orlando,105
400278659,2013-03-10,New Orleans Hornets,98,Portland,96
400278690,2013-03-15,Washington,96,New Orleans Hornets,87
400278709,2013-03-17,Minnesota,97,New Orleans Hornets,95
400278771,2013-03-25,New Orleans Hornets,110,Denver,86
400278800,2013-03-29,New Orleans Hornets,89,Miami,108
400277734,2013-11-01,San Antonio Spurs,86,Oklahoma City,84
400277755,2013-11-03,San Antonio Spurs,110,Utah,100
400277808,2013-11-10,Portland,109,San Antonio Spurs,112
400277857,2013-11-17,San Antonio Spurs,126,Denver,100
400277917,2013-11-26,Washington,92,San Antonio Spurs,118
400277930,2013-11-28,Orlando,89,San Antonio Spurs,110
400277940,2013-11-29,Miami,105,San Antonio Spurs,100
400278004,2013-12-08,Charlotte,102,San Antonio Spurs,132
400278041,2013-12-12,Utah,99,San Antonio Spurs,96
400278044,2013-12-13,Portland,98,San Antonio Spurs,90
400278074,2013-12-17,Oklahoma City,107,San Antonio Spurs,93
400278083,2013-12-18,Denver,112,San Antonio Spurs,106
400278272,2013-01-13,San Antonio Spurs,106,Minnesota,88
400278314,2013-01-19,Atlanta,93,San Antonio Spurs,98
400278398,2013-01-30,San Antonio Spurs,102,Charlotte,78
400278422,2013-02-02,San Antonio Spurs,96,Washington,86
400278451,2013-02-06,Minnesota,94,San Antonio Spurs,104
400278643,2013-03-08,San Antonio Spurs,106,Portland,136
400278664,2013-03-11,San Antonio Spurs,105,Oklahoma City,93
400278674,2013-03-12,Minnesota,107,San Antonio Spurs,83
400278750,2013-03-22,San Antonio Spurs,104,Utah,97
400278787,2013-03-27,San Antonio Spurs,100,Denver,99
400278818,2013-03-31,San Antonio Spurs,86,Miami,88
400277760,2013-11-04,Oklahoma City,95,Atlanta Hawks,104
400277792,2013-11-09,Atlanta Hawks,89,Miami,95
400277822,2013-11-12,Portland,87,Atlanta Hawks,95
400277869,2013-11-19,Atlanta Hawks,81,Orlando,72
400277882,2013-11-21,Atlanta Hawks,101,Washington,100
400277891,2013-11-23,Charlotte,91,Atlanta Hawks,101
400277932,2013-11-28,Atlanta Hawks,94,Charlotte,91
400277980,2013-12-05,Atlanta Hawks,108,Denver,104
400277993,2013-12-07,Atlanta Hawks,104,Washington,95
400278020,2013-12-10,Miami,101,Atlanta Hawks,92
400278030,2013-12-12,Orlando,80,Atlanta Hawks,86
400278042,2013-12-13,Atlanta Hawks,113,Charlotte,90
400278076,2013-12-18,Washington,95,Atlanta Hawks,100
400278091,2013-12-19,Atlanta Hawks,92,Oklahoma City,100
400278235,2013-01-08,Minnesota,108,Atlanta Hawks,103
400278253,2013-01-11,Atlanta Hawks,103,Utah,95
400278262,2013-01-12,Washington,93,Atlanta Hawks,83
400278328,2013-01-21,Atlanta Hawks,104,Minnesota,96
400278338,2013-01-23,Charlotte,92,Atlanta Hawks,104
400278495,2013-02-13,Orlando,76,Atlanta Hawks,108
400278522,2013-02-20,Atlanta Hawks,90,Miami,103
400278579,2013-02-27,Utah,91,Atlanta Hawks,102
400278613,2013-03-04,Denver,104,Atlanta Hawks,88
400278672,2013-03-12,Miami,98,Atlanta Hawks,81
400278745,2013-03-22,Atlanta Hawks,93,Portland,104
400278806,2013-03-30,Atlanta Hawks,97,Orlando,88
400277823,2013-11-13,Charlotte Bobcats,92,Washington,76
400277834,2013-11-14,Minnesota,87,Charlotte Bobcats,89
400277904,2013-11-24,Washington,106,Charlotte Bobcats,108
400277921,2013-11-26,Oklahoma City,114,Charlotte Bobcats,69
400277965,2013-12-03,Charlotte Bobcats,112,Portland,118
400278056,2013-12-15,Charlotte Bobcats,98,Orlando,107
400278116,2013-12-22,Denver,110,Charlotte Bobcats,88
400278131,2013-12-26,Charlotte Bobcats,92,Miami,105
400278237,2013-01-09,Charlotte Bobcats,102,Utah,112
400278306,2013-01-18,Orlando,100,Charlotte Bobcats,106
400278365,2013-01-26,Charlotte Bobcats,102,Minnesota,101
400278431,2013-02-04,Miami,99,Charlotte Bobcats,94
400278510,2013-02-19,Orlando,92,Charlotte Bobcats,105
400278544,2013-02-23,Charlotte Bobcats,99,Denver,113
400278593,2013-03-01,Utah,98,Charlotte Bobcats,68
400278614,2013-03-04,Portland,122,Charlotte Bobcats,105
400278635,2013-03-08,Charlotte Bobcats,94,Oklahoma City,116
400278649,2013-03-09,Washington,104,Charlotte Bobcats,87
400278714,2013-03-18,Charlotte Bobcats,119,Washington,114
400278761,2013-03-24,Miami,109,Charlotte Bobcats,77
400278779,2013-03-27,Charlotte Bobcats,114,Orlando,108
400277750,2013-11-03,Miami Heat,119,Denver,116
400277841,2013-11-15,Denver,93,Miami Heat,98
400277972,2013-12-04,Washington,105,Miami Heat,101
400278059,2013-12-15,Miami Heat,102,Washington,72
400278079,2013-12-18,Miami Heat,103,Minnesota,92
400278112,2013-12-22,Miami Heat,105,Utah,89
400278127,2013-12-25,Miami Heat,103,Oklahoma City,97
400278174,2013-12-31,Orlando,110,Miami Heat,112
400278220,2013-01-06,Miami Heat,99,Washington,71
400278249,2013-01-10,Portland,92,Miami Heat,90
400278281,2013-01-14,Utah,104,Miami Heat,97
400278490,2013-02-12,Miami Heat,117,Portland,104
400278507,2013-02-14,Oklahoma City,100,Miami Heat,110
400278612,2013-03-04,Minnesota,81,Miami Heat,97
400278623,2013-03-06,Miami Heat,97,Orlando,96
400278769,2013-03-25,Orlando,94,Miami Heat,108
400277736,2013-11-02,Orlando Magic,102,Denver,89
400277780,2013-11-07,Minnesota,90,Orlando Magic,75
400277985,2013-12-05,Utah,87,Orlando Magic,81
400278070,2013-12-17,Orlando Magic,102,Minnesota,93
400278088,2013-12-19,Orlando Magic,90,Washington,83
400278121,2013-12-23,Orlando Magic,93,Utah,97
400278145,2013-12-28,Washington,105,Orlando Magic,97
400278230,2013-01-07,Portland,125,Orlando Magic,119
400278244,2013-01-09,Denver,108,Orlando Magic,105
400278276,2013-01-14,Washington,120,Orlando Magic,91
400278476,2013-02-10,Orlando Magic,110,Portland,104
400278694,2013-03-15,Oklahoma City,117,Orlando Magic,104
400278743,2013-03-22,Orlando Magic,89,Oklahoma City,97
400278794,2013-03-29,Orlando Magic,97,Washington,92
400277853,2013-11-17,Washington Wizards,76,Utah,83
400277929,2013-11-28,Washington Wizards,84,Portland,82
400278224,2013-01-07,Washington Wizards,101,Oklahoma City,99
400278311,2013-01-18,Denver,108,Washington Wizards,112
400278333,2013-01-21,Portland,95,Washington Wizards,98
400278345,2013-01-23,Utah,92,Washington Wizards,88
400278352,2013-01-25,Washington Wizards,114,Minnesota,101
400278532,2013-02-22,Washington Wizards,119,Denver,113
400278627,2013-03-06,Minnesota,87,Washington Wizards,82
400278785,2013-03-27,Oklahoma City,103,Washington Wizards,80
400277799,2013-11-09,Denver Nuggets,104,Utah,84
400277886,2013-11-21,Minnesota,94,Denver Nuggets,101
400277922,2013-11-26,Utah,105,Denver Nuggets,103
400278039,2013-12-12,Minnesota,108,Denver Nuggets,105
400278099,2013-12-20,Portland,101,Denver Nuggets,93
400278197,2013-01-03,Denver Nuggets,97,Minnesota,101
400278217,2013-01-05,Denver Nuggets,110,Utah,91
400278288,2013-01-15,Denver Nuggets,115,Portland,111
400278294,2013-01-16,Oklahoma City,117,Denver Nuggets,97
400278324,2013-01-20,Denver Nuggets,121,Oklahoma City,118
400278580,2013-02-27,Portland,109,Denver Nuggets,111
400278595,2013-03-01,Denver Nuggets,105,Oklahoma City,103
400278651,2013-03-09,Denver Nuggets,111,Minnesota,88
400278726,2013-03-19,Oklahoma City,104,Denver Nuggets,114
400277902,2013-11-23,Portland,103,Minnesota Timberwolves,95
400278097,2013-12-20,Minnesota Timberwolves,99,Oklahoma City,93
400278193,2013-01-02,Utah,106,Minnesota Timberwolves,84
400278214,2013-01-05,Minnesota Timberwolves,97,Portland,102
400278243,2013-01-09,Oklahoma City,106,Minnesota Timberwolves,84
400278433,2013-02-04,Minnesota Timberwolves,98,Portland,100
400278504,2013-02-13,Minnesota Timberwolves,93,Utah,97
400278539,2013-02-22,Oklahoma City,127,Minnesota Timberwolves,111
400278599,2013-03-02,Portland,109,Minnesota Timberwolves,94
400278801,2013-03-29,Minnesota Timberwolves,101,Oklahoma City,93
400277742,2013-11-02,Oklahoma City Thunder,106,Portland,92
400277949,2013-11-30,Oklahoma City Thunder,106,Utah,94
400278274,2013-01-13,Portland,83,Oklahoma City Thunder,87
400278492,2013-02-12,Utah,109,Oklahoma City Thunder,94
400278682,2013-03-13,Oklahoma City Thunder,110,Utah,87
400278763,2013-03-24,Oklahoma City Thunder,103,Portland,83
400278413,2013-02-01,Utah,86,Portland Trail Blazers,77
400278423,2013-02-02,Portland Trail Blazers,105,Utah,99
400278804,2013-03-29,Portland Trail Blazers,95,Utah,105
